,Query,Database,Length,Evalue
2761460,phiMM1_2008.fa,14723_6_40,20625,0.0
2761505,phiMM1_2008.fa,14410_4_21,20070,0.0
2761530,phiMM1_2008.fa,10050_2_83,19987,0.0
2761531,phiMM1_2008.fa,6472_8_9,20115,0.0
2761644,phiMM1_2008.fa,7068_4_21,20075,0.0
2761652,phiMM1_2008.fa,6805_7_4,20075,0.0
2761657,phiMM1_2008.fa,6805_7_21,20075,0.0
2761675,phiMM1_2008.fa,6714_7_17,20069,0.0
2761759,phiMM1_2008.fa,16288_5_15,20271,0.0
2762049,phiMM1_2008.fa,17138_4_80,20633,0.0
2762072,phiMM1_2008.fa,17150_4_10,20629,0.0
2762219,phiMM1_2008.fa,16399_7_79,19806,0.0
2762280,phiMM1_2008.fa,11860_8_29,20005,0.0
2762453,phiMM1_2008.fa,14412_1_49,20483,0.0
2763278,phiMM1_2008.fa,15995_2_136,20426,0.0
2763311,phiMM1_2008.fa,15378_2_2,19805,0.0
2763323,phiMM1_2008.fa,19341_2_28,20078,0.0
2763341,phiMM1_2008.fa,17870_7_39,20071,0.0
2763356,phiMM1_2008.fa,15608_4_27,20054,0.0
2763428,phiMM1_2008.fa,18456_1_95,20078,0.0
2763452,phiMM1_2008.fa,6730_4_19,19950,0.0
2763497,phiMM1_2008.fa,17175_7_59,20076,0.0
2763509,phiMM1_2008.fa,17150_6_48,20079,0.0
2763521,phiMM1_2008.fa,15995_2_38,20076,0.0
2763530,phiMM1_2008.fa,15873_1_62,20076,0.0
2763539,phiMM1_2008.fa,15841_3_12,20076,0.0
2763548,phiMM1_2008.fa,15841_2_53,20076,0.0
2763557,phiMM1_2008.fa,14913_5_52,20076,0.0
2763591,phiMM1_2008.fa,17794_8_171,19920,0.0
2763616,phiMM1_2008.fa,6899_5_23,20078,0.0
2763624,phiMM1_2008.fa,6840_1_5,20078,0.0
2763635,phiMM1_2008.fa,6259_6_18,20078,0.0
2763649,phiMM1_2008.fa,6593_4_9,20078,0.0
2763677,phiMM1_2008.fa,14913_7_49,20028,0.0
2763685,phiMM1_2008.fa,6753_4_24,20036,0.0
2763709,phiMM1_2008.fa,15995_2_44,20013,0.0
2763716,phiMM1_2008.fa,15995_2_36,20013,0.0
2763732,phiMM1_2008.fa,16399_6_3,19440,0.0
2763788,phiMM1_2008.fa,15873_5_83,19424,0.0
2763796,phiMM1_2008.fa,15873_4_76,19424,0.0
2763824,phiMM1_2008.fa,16399_5_62,19424,0.0
2763868,phiMM1_2008.fa,17794_8_75,19961,0.0
2763891,phiMM1_2008.fa,6472_7_21,20137,0.0
2763896,phiMM1_2008.fa,11861_3_85,19597,0.0
2763933,phiMM1_2008.fa,17059_7_88,20150,0.0
2764060,phiMM1_2008.fa,14324_6_51,20060,0.0
2764178,phiMM1_2008.fa,13415_7_63,19564,0.0
2764224,phiMM1_2008.fa,12291_6_43,19415,0.0
2764292,phiMM1_2008.fa,15995_1_166,20041,0.0
2764305,phiMM1_2008.fa,13470_1_86,20042,0.0
2764933,phiMM1_2008.fa,17870_8_182,19817,0.0
2764936,phiMM1_2008.fa,17870_7_47,19815,0.0
2765012,phiMM1_2008.fa,6730_8_16,19393,0.0
2766047,phiMM1_2008.fa,15841_3_41,19363,0.0
2766063,phiMM1_2008.fa,13154_4_4,19363,0.0
2766071,phiMM1_2008.fa,17175_6_75,19363,0.0
2766088,phiMM1_2008.fa,15995_1_179,19363,0.0
2766095,phiMM1_2008.fa,15841_4_46,19363,0.0
2766102,phiMM1_2008.fa,15841_3_67,19363,0.0
2767107,phiMM1_2008.fa,17175_4_85,19368,0.0
2768006,phiMM1_2008.fa,12290_3_65,17786,0.0
2777582,phiMM1_2008.fa,13414_2_54,14149,0.0
2777688,phiMM1_2008.fa,15531_6_16,14382,0.0
2777880,phiMM1_2008.fa,13414_3_18,13865,0.0
2777893,phiMM1_2008.fa,17059_6_91,14460,0.0
2777925,phiMM1_2008.fa,13470_1_8,14364,0.0
2777934,phiMM1_2008.fa,17175_6_74,14364,0.0
2777977,phiMM1_2008.fa,17150_4_8,14361,0.0
2778017,phiMM1_2008.fa,17794_8_16,14361,0.0
2778047,phiMM1_2008.fa,17428_8_120,14361,0.0
2778157,phiMM1_2008.fa,14913_5_27,14361,0.0
2778279,phiMM1_2008.fa,17150_4_52,14361,0.0
2778479,phiMM1_2008.fa,15873_1_15,14361,0.0
2778539,phiMM1_2008.fa,15995_2_5,14361,0.0
2778549,phiMM1_2008.fa,15995_2_141,14361,0.0
2778559,phiMM1_2008.fa,15841_4_40,14361,0.0
2778649,phiMM1_2008.fa,17870_7_136,14175,0.0
2778662,phiMM1_2008.fa,17059_6_28,14184,0.0
2778742,phiMM1_2008.fa,15995_2_191,14156,0.0
2778816,phiMM1_2008.fa,17794_8_24,13865,0.0
2778904,phiMM1_2008.fa,17150_4_30,13890,0.0
2778908,phiMM1_2008.fa,17870_7_139,13830,0.0
2779171,phiMM1_2008.fa,12291_6_26,13895,0.0
2779187,phiMM1_2008.fa,15531_7_26,13646,0.0
2779517,phiMM1_2008.fa,19341_3_131,12314,0.0
2779527,phiMM1_2008.fa,15841_4_75,11850,0.0
2779700,phiMM1_2008.fa,16288_4_76,11454,0.0
2779913,phiMM1_2008.fa,17870_7_108,11855,0.0
2779922,phiMM1_2008.fa,16288_4_49,11378,0.0
2779929,phiMM1_2008.fa,15531_4_22,11852,0.0
2779936,phiMM1_2008.fa,16288_4_50,11378,0.0
2780301,phiMM1_2008.fa,9789_2_63,11853,0.0
2780448,phiMM1_2008.fa,21053_8_152,11873,0.0
2780743,phiMM1_2008.fa,17794_8_47,10603,0.0
2780747,phiMM1_2008.fa,12290_2_49,10612,0.0
2780760,phiMM1_2008.fa,6938_3_20,10608,0.0
2780769,phiMM1_2008.fa,17794_7_68,10865,0.0
2780776,phiMM1_2008.fa,6925_5_11,10608,0.0
2780789,phiMM1_2008.fa,6755_4_7,10605,0.0
2780803,phiMM1_2008.fa,6753_1_24,10605,0.0
2780821,phiMM1_2008.fa,6736_6_21,10605,0.0
2780834,phiMM1_2008.fa,6731_2_12,10608,0.0
2780844,phiMM1_2008.fa,6731_1_11,10605,0.0
2780857,phiMM1_2008.fa,6730_4_2,10605,0.0
2780874,phiMM1_2008.fa,6680_5_6,10605,0.0
2780883,phiMM1_2008.fa,6680_5_1,10605,0.0
2780902,phiMM1_2008.fa,6673_8_17,10608,0.0
2780912,phiMM1_2008.fa,6631_7_10,10608,0.0
2780921,phiMM1_2008.fa,6631_3_16,10605,0.0
2780930,phiMM1_2008.fa,6593_5_5,10608,0.0
2780943,phiMM1_2008.fa,6259_5_12,10608,0.0
2780961,phiMM1_2008.fa,19183_3_33,10605,0.0
2780970,phiMM1_2008.fa,15531_6_76,10605,0.0
2780979,phiMM1_2008.fa,15531_5_67,10605,0.0
2780988,phiMM1_2008.fa,14520_4_76,10608,0.0
2780997,phiMM1_2008.fa,6755_5_2,10608,0.0
2781006,phiMM1_2008.fa,15873_4_4,10608,0.0
2781015,phiMM1_2008.fa,15873_2_45,10605,0.0
2781024,phiMM1_2008.fa,15531_7_8,10608,0.0
2781040,phiMM1_2008.fa,16288_4_67,10608,0.0
2781173,phiMM1_2008.fa,6871_1_20,10599,0.0
2781182,phiMM1_2008.fa,6823_6_1,10599,0.0
2781191,phiMM1_2008.fa,6807_3_18,10602,0.0
2781200,phiMM1_2008.fa,6805_6_22,10599,0.0
2781209,phiMM1_2008.fa,6755_2_17,10599,0.0
2784724,phiMM1_2008.fa,13154_3_35,2050,0.0
2786494,phiMM1_2008.fa,13091_6_21,1793,0.0
2795677,phiMM1_2008.fa,13091_6_36,1253,0.0
2803187,phiMM1_2008.fa,11511_7_3,1055,0.0
2830370,phiMM1.fa,19084_8_49,33349,0.0
2830374,phiMM1.fa,14412_1_85,33349,0.0
2830378,phiMM1.fa,14257_1_73,33349,0.0
2830384,phiMM1.fa,12162_1_18,33349,0.0
2830388,phiMM1.fa,14723_1_65,33349,0.0
2830392,phiMM1.fa,13154_2_31,33349,0.0
2830396,phiMM1.fa,12291_3_54,33349,0.0
2830400,phiMM1.fa,12291_3_41,33349,0.0
2830404,phiMM1.fa,14566_6_93,33349,0.0
2830408,phiMM1.fa,13470_1_37,33349,0.0
2830412,phiMM1.fa,13091_5_75,33160,0.0
2830416,phiMM1.fa,15682_1_52,33159,0.0
2830421,phiMM1.fa,12291_1_37,33161,0.0
2830426,phiMM1.fa,12291_6_69,33156,0.0
2830430,phiMM1.fa,14913_3_91,33155,0.0
2830434,phiMM1.fa,16043_2_63,33156,0.0
2830439,phiMM1.fa,15841_2_46,33152,0.0
2830443,phiMM1.fa,19084_7_91,33111,0.0
2830458,phiMM1.fa,13353_7_9,32878,0.0
2830463,phiMM1.fa,14566_4_75,32878,0.0
2830465,phiMM1.fa,14412_3_24,32878,0.0
2830467,phiMM1.fa,11826_1_48,32878,0.0
2830469,phiMM1.fa,19084_8_62,32889,0.0
2830471,phiMM1.fa,19084_8_24,32694,0.0
2830472,phiMM1.fa,17138_4_79,32878,0.0
2830475,phiMM1.fa,15841_1_30,32523,0.0
2830479,phiMM1.fa,12291_6_8,32423,0.0
2830484,phiMM1.fa,11511_8_68,32349,0.0
2830490,phiMM1.fa,14566_5_3,31568,0.0
2830495,phiMM1.fa,13091_5_66,30684,0.0
2830515,phiMM1.fa,9953_7_69,24035,0.0
2830518,phiMM1.fa,9789_2_51,24069,0.0
2830527,phiMM1.fa,18456_1_4,24069,0.0
2830535,phiMM1.fa,9789_2_40,23762,0.0
2830538,phiMM1.fa,9789_2_8,23756,0.0
2830543,phiMM1.fa,14410_8_69,22803,0.0
2830570,phiMM1.fa,20287_5_132,22053,0.0
2830632,phiMM1.fa,14673_4_26,20879,0.0
2830645,phiMM1.fa,14520_4_40,21104,0.0
2830651,phiMM1.fa,16453_2_29,21104,0.0
2830661,phiMM1.fa,16399_7_17,21104,0.0
2830671,phiMM1.fa,14520_4_75,21104,0.0
2830689,phiMM1.fa,13470_1_26,21172,0.0
2830734,phiMM1.fa,16399_7_34,20966,0.0
2830744,phiMM1.fa,16399_5_41,20966,0.0
2830754,phiMM1.fa,14520_5_39,20966,0.0
2830762,phiMM1.fa,15531_4_90,20966,0.0
2830771,phiMM1.fa,18456_1_46,21092,0.0
2830871,phiMM1.fa,17794_7_5,20626,0.0
2830892,phiMM1.fa,15378_4_83,21116,0.0
2830916,phiMM1.fa,17870_8_172,21116,0.0
2830927,phiMM1.fa,13091_6_34,20544,0.0
2830935,phiMM1.fa,14936_5_9,21116,0.0
2830947,phiMM1.fa,14936_5_26,21116,0.0
2830952,phiMM1.fa,14913_2_39,21116,0.0
2830964,phiMM1.fa,12378_2_32,21116,0.0
2830986,phiMM1.fa,13414_1_42,20537,0.0
2831007,phiMM1.fa,17794_7_177,20495,0.0
2831018,phiMM1.fa,16399_6_24,20495,0.0
2831041,phiMM1.fa,6983_4_88,20633,0.0
2831096,phiMM1.fa,14410_6_40,20495,0.0
2831138,phiMM1.fa,17870_7_46,21138,0.0
2831147,phiMM1.fa,14936_5_40,21117,0.0
2831162,phiMM1.fa,12290_2_41,21117,0.0
2831336,phiMM1.fa,6730_7_7,20603,0.0
2831347,phiMM1.fa,16288_5_26,20943,0.0
2831378,phiMM1.fa,17794_8_11,20453,0.0
2831387,phiMM1.fa,17794_7_101,20453,0.0
2831409,phiMM1.fa,6807_3_17,20489,0.0
2831512,phiMM1.fa,14257_1_82,20852,0.0
2831551,phiMM1.fa,18456_1_108,20810,0.0
2831816,phiMM1.fa,11658_1_5,20423,0.0
2831851,phiMM1.fa,19084_7_99,20226,0.0
2832226,phiMM1.fa,19341_2_57,20769,0.0
2832382,phiMM1.fa,12291_1_33,20618,0.0
2832500,phiMM1.fa,17870_7_130,20590,0.0
2832603,phiMM1.fa,15531_4_56,20635,0.0
2832609,phiMM1.fa,14410_4_73,20635,0.0
2832627,phiMM1.fa,6593_4_18,20735,0.0
2832639,phiMM1.fa,17794_7_73,20636,0.0
2832674,phiMM1.fa,19183_3_13,20198,0.0
2832963,phiMM1.fa,6631_7_1,20054,0.0
2832976,phiMM1.fa,6631_6_24,20054,0.0
2833011,phiMM1.fa,6730_3_13,20048,0.0
2833018,phiMM1.fa,6631_3_10,20048,0.0
2833109,phiMM1.fa,17794_7_137,20075,0.0
2833119,phiMM1.fa,16399_7_73,20075,0.0
2833125,phiMM1.fa,15873_5_78,20075,0.0
2833131,phiMM1.fa,15873_4_81,20075,0.0
2833137,phiMM1.fa,14520_5_72,20075,0.0
2833143,phiMM1.fa,14520_5_24,20075,0.0
2833149,phiMM1.fa,14520_4_9,20075,0.0
2833155,phiMM1.fa,14520_4_93,20075,0.0
2833161,phiMM1.fa,14520_4_43,20075,0.0
2833434,phiMM1.fa,12291_6_22,20477,0.0
2833462,phiMM1.fa,6755_2_15,20606,0.0
2833470,phiMM1.fa,6680_8_11,20606,0.0
2833478,phiMM1.fa,6649_8_19,20606,0.0
2833486,phiMM1.fa,6630_4_15,20606,0.0
2833488,phiMM1.fa,6630_1_17,20606,0.0
2833639,phiMM1.fa,6899_6_11,20075,0.0
2833651,phiMM1.fa,6871_1_15,20075,0.0
2833663,phiMM1.fa,6823_5_15,20075,0.0
2833675,phiMM1.fa,6753_2_20,20075,0.0
2833693,phiMM1.fa,16288_4_51,20075,0.0
2833703,phiMM1.fa,14723_6_40,20625,0.0
2833708,phiMM1.fa,14410_4_21,20070,0.0
2833789,phiMM1.fa,10050_2_83,19987,0.0
2833810,phiMM1.fa,6472_8_9,20115,0.0
2833929,phiMM1.fa,7068_4_21,20075,0.0
2833939,phiMM1.fa,6805_7_4,20075,0.0
2833946,phiMM1.fa,6805_7_21,20075,0.0
2833958,phiMM1.fa,6714_7_17,20069,0.0
2834021,phiMM1.fa,16288_5_15,20271,0.0
2834497,phiMM1.fa,17138_4_80,20633,0.0
2834553,phiMM1.fa,17150_4_10,20629,0.0
2834685,phiMM1.fa,16399_7_79,19806,0.0
2834740,phiMM1.fa,11860_8_29,20005,0.0
2834905,phiMM1.fa,14412_1_49,20483,0.0
2835896,phiMM1.fa,15995_2_136,20426,0.0
2835910,phiMM1.fa,15378_2_2,19805,0.0
2835934,phiMM1.fa,19341_2_28,20078,0.0
2835957,phiMM1.fa,17870_7_39,20071,0.0
2835975,phiMM1.fa,15608_4_27,20054,0.0
2836047,phiMM1.fa,18456_1_95,20078,0.0
2836081,phiMM1.fa,6730_4_19,19950,0.0
2836150,phiMM1.fa,17175_7_59,20076,0.0
2836164,phiMM1.fa,17150_6_48,20079,0.0
2836178,phiMM1.fa,15995_2_38,20076,0.0
2836189,phiMM1.fa,15873_1_62,20076,0.0
2836200,phiMM1.fa,15841_3_12,20076,0.0
2836211,phiMM1.fa,15841_2_53,20076,0.0
2836222,phiMM1.fa,14913_5_52,20076,0.0
2836241,phiMM1.fa,17794_8_171,19920,0.0
2836267,phiMM1.fa,6899_5_23,20078,0.0
2836277,phiMM1.fa,6840_1_5,20078,0.0
2836292,phiMM1.fa,6259_6_18,20078,0.0
2836321,phiMM1.fa,6593_4_9,20078,0.0
2836362,phiMM1.fa,14913_7_49,20028,0.0
2836370,phiMM1.fa,6753_4_24,20036,0.0
2836378,phiMM1.fa,15995_2_44,20013,0.0
2836385,phiMM1.fa,15995_2_36,20013,0.0
2836423,phiMM1.fa,16399_6_3,19440,0.0
2836473,phiMM1.fa,15873_5_83,19424,0.0
2836483,phiMM1.fa,15873_4_76,19424,0.0
2836514,phiMM1.fa,16399_5_62,19424,0.0
2836564,phiMM1.fa,17794_8_75,19961,0.0
2836590,phiMM1.fa,11861_3_85,19597,0.0
2836601,phiMM1.fa,6472_7_21,20137,0.0
2836634,phiMM1.fa,17059_7_88,20150,0.0
2836770,phiMM1.fa,14324_6_51,20060,0.0
2836908,phiMM1.fa,13415_7_63,19564,0.0
2836958,phiMM1.fa,12291_6_43,19415,0.0
2837047,phiMM1.fa,15995_1_166,20041,0.0
2837060,phiMM1.fa,13470_1_86,20042,0.0
2837755,phiMM1.fa,17870_8_182,19817,0.0
2837760,phiMM1.fa,17870_7_47,19815,0.0
2837861,phiMM1.fa,6730_8_16,19393,0.0
2839104,phiMM1.fa,15841_3_41,19363,0.0
2839124,phiMM1.fa,13154_4_4,19363,0.0
2839141,phiMM1.fa,17175_6_75,19363,0.0
2839162,phiMM1.fa,15995_1_179,19363,0.0
2839171,phiMM1.fa,15841_4_46,19363,0.0
2839180,phiMM1.fa,15841_3_67,19363,0.0
2840379,phiMM1.fa,17175_4_85,19368,0.0
2841408,phiMM1.fa,12290_3_65,17786,0.0
2852708,phiMM1.fa,17870_8_11,14832,0.0
2852785,phiMM1.fa,13414_2_54,14149,0.0
2852911,phiMM1.fa,15531_6_16,14382,0.0
2853116,phiMM1.fa,13414_3_18,13865,0.0
2853149,phiMM1.fa,17059_6_91,14460,0.0
2853203,phiMM1.fa,13470_1_8,14364,0.0
2853214,phiMM1.fa,17175_6_74,14364,0.0
2853249,phiMM1.fa,17150_4_8,14361,0.0
2853297,phiMM1.fa,17794_8_16,14361,0.0
2853333,phiMM1.fa,17428_8_120,14361,0.0
2853466,phiMM1.fa,14913_5_27,14361,0.0
2853612,phiMM1.fa,17150_4_52,14361,0.0
2853850,phiMM1.fa,15873_1_15,14361,0.0
2853922,phiMM1.fa,15995_2_5,14361,0.0
2853934,phiMM1.fa,15995_2_141,14361,0.0
2853946,phiMM1.fa,15841_4_40,14361,0.0
2854050,phiMM1.fa,17870_7_136,14175,0.0
2854065,phiMM1.fa,17059_6_28,14184,0.0
2854163,phiMM1.fa,15995_2_191,14156,0.0
2854241,phiMM1.fa,17794_8_24,13865,0.0
2854333,phiMM1.fa,17150_4_30,13890,0.0
2854337,phiMM1.fa,17870_7_139,13830,0.0
2854663,phiMM1.fa,12291_6_26,13895,0.0
2854672,phiMM1.fa,15531_7_26,13646,0.0
2855070,phiMM1.fa,15841_4_75,11850,0.0
2855080,phiMM1.fa,17870_7_88,12329,0.0
2855265,phiMM1.fa,16288_4_76,11454,0.0
2855532,phiMM1.fa,16288_4_49,11378,0.0
2855539,phiMM1.fa,15531_4_22,11852,0.0
2855548,phiMM1.fa,17870_7_108,11855,0.0
2855559,phiMM1.fa,16288_4_50,11378,0.0
2855963,phiMM1.fa,9789_2_63,11853,0.0
2856157,phiMM1.fa,21053_8_152,11873,0.0
2856504,phiMM1.fa,17794_8_47,10603,0.0
2856508,phiMM1.fa,12290_2_49,10612,0.0
2856523,phiMM1.fa,6938_3_20,10608,0.0
2856532,phiMM1.fa,17794_7_68,10865,0.0
2856539,phiMM1.fa,6925_5_11,10608,0.0
2856552,phiMM1.fa,6755_4_7,10605,0.0
2856566,phiMM1.fa,6753_1_24,10605,0.0
2856584,phiMM1.fa,6736_6_21,10605,0.0
2856597,phiMM1.fa,6731_2_12,10608,0.0
2856607,phiMM1.fa,6731_1_11,10605,0.0
2856620,phiMM1.fa,6730_4_2,10605,0.0
2856637,phiMM1.fa,6680_5_6,10605,0.0
2856646,phiMM1.fa,6680_5_1,10605,0.0
2856665,phiMM1.fa,6673_8_17,10608,0.0
2856675,phiMM1.fa,6631_7_10,10608,0.0
2856684,phiMM1.fa,6631_3_16,10605,0.0
2856693,phiMM1.fa,6593_5_5,10608,0.0
2856706,phiMM1.fa,6259_5_12,10608,0.0
2856724,phiMM1.fa,19183_3_33,10605,0.0
2856733,phiMM1.fa,15531_6_76,10605,0.0
2856742,phiMM1.fa,15531_5_67,10605,0.0
2856751,phiMM1.fa,14520_4_76,10608,0.0
2856760,phiMM1.fa,6755_5_2,10608,0.0
2856769,phiMM1.fa,15873_4_4,10608,0.0
2856778,phiMM1.fa,15873_2_45,10605,0.0
2856787,phiMM1.fa,15531_7_8,10608,0.0
2856805,phiMM1.fa,16288_4_67,10608,0.0
2856965,phiMM1.fa,6871_1_20,10599,0.0
2856974,phiMM1.fa,6823_6_1,10599,0.0
2856983,phiMM1.fa,6807_3_18,10602,0.0
2856992,phiMM1.fa,6805_6_22,10599,0.0
2857001,phiMM1.fa,6755_2_17,10599,0.0
2860931,phiMM1.fa,13154_3_35,2050,0.0
2863240,phiMM1.fa,13091_6_21,1793,0.0
2872284,phiMM1.fa,13091_6_36,1253,0.0
2879536,phiMM1.fa,11511_7_3,1055,0.0
2906886,phiOXC141.fa,21946_6_295,34127,0.0
2906889,phiOXC141.fa,21127_1_34,34127,0.0
2906892,phiOXC141.fa,21999_7_99,34127,0.0
2906895,phiOXC141.fa,21946_6_235,34127,0.0
2906898,phiOXC141.fa,17175_8_91,34127,0.0
2906901,phiOXC141.fa,21903_8_362,34127,0.0
2906904,phiOXC141.fa,19341_2_157,34127,0.0
2906907,phiOXC141.fa,21946_6_42,34127,0.0
2906910,phiOXC141.fa,21946_6_38,34127,0.0
2906913,phiOXC141.fa,18090_5_43,34127,0.0
2906916,phiOXC141.fa,17175_6_58,28311,0.0
2906920,phiOXC141.fa,10208_2_26,28006,0.0
2906922,phiOXC141.fa,10208_2_23,28002,0.0
2906925,phiOXC141.fa,12291_5_79,28002,0.0
2906927,phiOXC141.fa,12837_3_24,27998,0.0
2906929,phiOXC141.fa,11861_2_35,27998,0.0
2906931,phiOXC141.fa,10050_2_27,27995,0.0
2906934,phiOXC141.fa,12291_5_57,27993,0.0
2906937,phiOXC141.fa,11861_4_26,27996,0.0
2906939,phiOXC141.fa,11860_6_25,27996,0.0
2906941,phiOXC141.fa,11860_7_15,27995,0.0
2906944,phiOXC141.fa,11893_1_5,28016,0.0
2906946,phiOXC141.fa,11861_1_61,27766,0.0
2906948,phiOXC141.fa,9953_7_61,27766,0.0
2906950,phiOXC141.fa,9953_7_44,27766,0.0
2906952,phiOXC141.fa,11893_1_10,27766,0.0
2906954,phiOXC141.fa,11861_1_50,27766,0.0
2906956,phiOXC141.fa,11860_4_69,27766,0.0
2906958,phiOXC141.fa,10050_2_2,27766,0.0
2906960,phiOXC141.fa,14673_1_60,27761,0.0
2906963,phiOXC141.fa,12837_3_1,27766,0.0
2906965,phiOXC141.fa,11861_1_12,27766,0.0
2906968,phiOXC141.fa,13415_4_42,27766,0.0
2906970,phiOXC141.fa,11860_8_49,27766,0.0
2906972,phiOXC141.fa,11861_2_21,27766,0.0
2906974,phiOXC141.fa,14673_2_66,27581,0.0
2906976,phiOXC141.fa,11893_1_45,27581,0.0
2906978,phiOXC141.fa,11860_8_53,27582,0.0
2906980,phiOXC141.fa,11860_6_66,27581,0.0
2906982,phiOXC141.fa,21946_6_270,27582,0.0
2906988,phiOXC141.fa,11860_8_46,27519,0.0
2906990,phiOXC141.fa,11860_4_49,27581,0.0
2906992,phiOXC141.fa,21946_6_355,27397,0.0
2906993,phiOXC141.fa,21903_8_73,27397,0.0
2906996,phiOXC141.fa,12673_6_36,27255,0.0
2906997,phiOXC141.fa,11861_5_58,27223,0.0
2906998,phiOXC141.fa,18623_5_47,27200,0.0
2906999,phiOXC141.fa,21127_1_22,27197,0.0
2907002,phiOXC141.fa,10071_4_33,27177,0.0
2907003,phiOXC141.fa,10208_2_42,27188,0.0
2907004,phiOXC141.fa,9953_7_22,27178,0.0
2907005,phiOXC141.fa,11861_1_82,27178,0.0
2907006,phiOXC141.fa,11861_1_60,27174,0.0
2907007,phiOXC141.fa,10050_2_32,27174,0.0
2907008,phiOXC141.fa,14673_3_31,27176,0.0
2907009,phiOXC141.fa,14673_1_28,27173,0.0
2907010,phiOXC141.fa,14673_3_44,27170,0.0
2907011,phiOXC141.fa,11861_1_40,27170,0.0
2907012,phiOXC141.fa,11860_6_78,27170,0.0
2907013,phiOXC141.fa,11860_4_68,27170,0.0
2907014,phiOXC141.fa,15682_2_20,27172,0.0
2907015,phiOXC141.fa,11861_4_29,27168,0.0
2907016,phiOXC141.fa,11860_5_91,27168,0.0
2907017,phiOXC141.fa,12162_1_57,27170,0.0
2907018,phiOXC141.fa,11861_1_42,27170,0.0
2907019,phiOXC141.fa,11860_6_30,27170,0.0
2907020,phiOXC141.fa,11861_2_24,27171,0.0
2907021,phiOXC141.fa,14673_3_23,27170,0.0
2907022,phiOXC141.fa,11822_8_39,27155,0.0
2907023,phiOXC141.fa,9953_7_4,27188,0.0
2907024,phiOXC141.fa,10071_4_86,27137,0.0
2907025,phiOXC141.fa,11861_4_38,27172,0.0
2907026,phiOXC141.fa,9953_7_53,27200,0.0
2907027,phiOXC141.fa,10208_2_49,27081,0.0
2907028,phiOXC141.fa,11893_1_37,27081,0.0
2907029,phiOXC141.fa,11893_1_26,27170,0.0
2907030,phiOXC141.fa,10071_4_67,27058,0.0
2907031,phiOXC141.fa,11860_4_34,27114,0.0
2907032,phiOXC141.fa,7001_2_2,26353,0.0
2907033,phiOXC141.fa,21946_6_346,26210,0.0
2907041,phiOXC141.fa,21903_8_195,26144,0.0
2907042,phiOXC141.fa,21903_6_165,26115,0.0
2907047,phiOXC141.fa,11860_6_69,26183,0.0
2907049,phiOXC141.fa,6569_7_1,26353,0.0
2907054,phiOXC141.fa,17059_8_1,26082,0.0
2907058,phiOXC141.fa,15995_1_30,26082,0.0
2907061,phiOXC141.fa,19341_2_125,26082,0.0
2907065,phiOXC141.fa,21903_6_164,26022,0.0
2907066,phiOXC141.fa,11860_5_75,25982,0.0
2907068,phiOXC141.fa,21946_6_39,26014,0.0
2907069,phiOXC141.fa,23495_7_33,25982,0.0
2907071,phiOXC141.fa,21946_6_294,25982,0.0
2907075,phiOXC141.fa,14673_3_41,25982,0.0
2907077,phiOXC141.fa,12754_4_59,25982,0.0
2907079,phiOXC141.fa,12754_4_57,25982,0.0
2907081,phiOXC141.fa,12754_4_56,25982,0.0
2907084,phiOXC141.fa,12673_6_72,25982,0.0
2907087,phiOXC141.fa,12291_4_80,25982,0.0
2907091,phiOXC141.fa,11893_1_9,25982,0.0
2907093,phiOXC141.fa,11893_1_89,25982,0.0
2907095,phiOXC141.fa,11893_1_13,25982,0.0
2907098,phiOXC141.fa,11861_2_14,25982,0.0
2907101,phiOXC141.fa,11861_1_65,25982,0.0
2907103,phiOXC141.fa,11860_4_29,25982,0.0
2907106,phiOXC141.fa,11822_1_95,25982,0.0
2907108,phiOXC141.fa,15682_1_58,25982,0.0
2907110,phiOXC141.fa,11860_4_32,25982,0.0
2907112,phiOXC141.fa,14566_5_7,25982,0.0
2907114,phiOXC141.fa,13414_3_23,25982,0.0
2907116,phiOXC141.fa,12273_1_87,25982,0.0
2907118,phiOXC141.fa,11861_1_75,25982,0.0
2907121,phiOXC141.fa,11860_8_51,25982,0.0
2907124,phiOXC141.fa,11860_7_66,25982,0.0
2907127,phiOXC141.fa,11860_4_54,25982,0.0
2907130,phiOXC141.fa,14723_6_64,25977,0.0
2907133,phiOXC141.fa,14673_4_17,25977,0.0
2907136,phiOXC141.fa,14355_8_71,25977,0.0
2907139,phiOXC141.fa,13353_7_36,25977,0.0
2907143,phiOXC141.fa,13353_7_33,25977,0.0
2907147,phiOXC141.fa,11860_8_44,25977,0.0
2907149,phiOXC141.fa,11860_8_3,25977,0.0
2907151,phiOXC141.fa,11860_7_39,25977,0.0
2907155,phiOXC141.fa,11657_8_32,25982,0.0
2907157,phiOXC141.fa,15682_1_32,25982,0.0
2907160,phiOXC141.fa,14412_2_75,25982,0.0
2907162,phiOXC141.fa,11860_4_46,25982,0.0
2907164,phiOXC141.fa,15682_2_47,25977,0.0
2907167,phiOXC141.fa,13414_3_70,25977,0.0
2907171,phiOXC141.fa,11860_7_83,25977,0.0
2907174,phiOXC141.fa,11860_6_65,25982,0.0
2907176,phiOXC141.fa,11679_1_1,25977,0.0
2907180,phiOXC141.fa,14673_1_8,25977,0.0
2907182,phiOXC141.fa,11658_8_1,25977,0.0
2907185,phiOXC141.fa,12673_6_48,25983,0.0
